Ticker,Growth_Metric,Value
ACAST,Total_Revenue_year_2022,1390366000.0
ACAST,Total_Revenue_year_2023,1636371000.0
ACAST,Total_Revenue_year_2024,1943701000.0
ACAST,Total_Revenue_year_AvgGrowth,0.20012888291467515
ACAST,Total_Revenue_year_AvgGrowth_Rank,71.71717171717171
ACCON,Basic_EPS_year_2021,-1.601026
ACCON,Basic_EPS_year_2022,-1.323222
ACCON,Basic_EPS_year_2023,-1.72759
ACCON,Basic_EPS_year_2024,-0.588951
ACCON,Basic_EPS_year_AvgGrowth,-0.20087486826888087
ACCON,Basic_EPS_year_AvgGrowth_Rank,38.13682678311499
ACCON,Total_Revenue_year_2021,31157000.0
ACCON,Total_Revenue_year_2022,46825000.0
ACCON,Total_Revenue_year_2023,35522000.0
ACCON,Total_Revenue_year_2024,51320000.0
ACCON,Total_Revenue_year_AvgGrowth,0.11936611173130138
ACCON,Total_Revenue_year_AvgGrowth_Rank,52.23665223665223
ACE,Basic_EPS_year_2021,-2.642642
ACE,Basic_EPS_year_2022,-2.608053
ACE,Basic_EPS_year_2023,-3.24
ACE,Basic_EPS_year_2024,-1.48
ACE,Basic_EPS_year_AvgGrowth,-0.11457492180835928
ACE,Basic_EPS_year_AvgGrowth_Rank,44.10480349344978
ACE,Total_Revenue_year_2021,0.0
ACE,Total_Revenue_year_2022,0.0
ACE,Total_Revenue_year_2023,0.0
ACE,Total_Revenue_year_2024,0.0
ACE,Total_Revenue_year_AvgGrowth,inf
ACE,Total_Revenue_year_AvgGrowth_Rank,97.90764790764791
ACOU,Basic_EPS_year_2021,-0.916068
ACOU,Basic_EPS_year_2022,-1.04
ACOU,Basic_EPS_year_2023,-1.29
ACOU,Basic_EPS_year_2024,-1.01
ACOU,Basic_EPS_year_AvgGrowth,0.04998002851458206
ACOU,Basic_EPS_year_AvgGrowth_Rank,59.97088791848617
ACOU,Total_Revenue_year_2021,3007000.0
ACOU,Total_Revenue_year_2022,4963000.0
ACOU,Total_Revenue_year_2023,5534000.0
ACOU,Total_Revenue_year_2024,4737000.0
ACOU,Total_Revenue_year_AvgGrowth,0.126330793267913
ACOU,Total_Revenue_year_AvgGrowth_Rank,55.6998556998557
ACRI-A,Basic_EPS_year_2021,3.554904
ACRI-A,Basic_EPS_year_2022,1.23
ACRI-A,Basic_EPS_year_2023,0.11
ACRI-A,Basic_EPS_year_2024,0.52
ACRI-A,Basic_EPS_year_AvgGrowth,-0.7553014420938946
ACRI-A,Basic_EPS_year_AvgGrowth_Rank,14.192139737991265
ACRI-A,Total_Revenue_year_2021,101955000.0
ACRI-A,Total_Revenue_year_2022,122435000.0
ACRI-A,Total_Revenue_year_2023,143345000.0
ACRI-A,Total_Revenue_year_2024,157728000.0
ACRI-A,Total_Revenue_year_AvgGrowth,0.14328620664061997
ACRI-A,Total_Revenue_year_AvgGrowth_Rank,60.96681096681097
ACRI-B,Basic_EPS_year_2021,3.554904
ACRI-B,Basic_EPS_year_2022,1.23
ACRI-B,Basic_EPS_year_2023,0.11
ACRI-B,Basic_EPS_year_2024,0.52
ACRI-B,Basic_EPS_year_AvgGrowth,-0.7553014420938946
ACRI-B,Basic_EPS_year_AvgGrowth_Rank,14.192139737991265
ACRI-B,Total_Revenue_year_2021,101955000.0
ACRI-B,Total_Revenue_year_2022,122435000.0
ACRI-B,Total_Revenue_year_2023,143345000.0
ACRI-B,Total_Revenue_year_2024,157728000.0
ACRI-B,Total_Revenue_year_AvgGrowth,0.14328620664061997
ACRI-B,Total_Revenue_year_AvgGrowth_Rank,60.96681096681097
ACROUD,Basic_EPS_year_2021,0.006
ACROUD,Basic_EPS_year_2022,-0.141
ACROUD,Basic_EPS_year_2023,-0.21
ACROUD,Basic_EPS_year_2024,-0.016
ACROUD,Basic_EPS_year_AvgGrowth,0.14958448753462608
ACROUD,Basic_EPS_year_AvgGrowth_Rank,68.26783114992722
ACROUD,Total_Revenue_year_2021,24767000.0
ACROUD,Total_Revenue_year_2022,30905000.0
ACROUD,Total_Revenue_year_2023,39354000.0
ACROUD,Total_Revenue_year_2024,38587000.0
ACROUD,Total_Revenue_year_AvgGrowth,0.14941360496358896
ACROUD,Total_Revenue_year_AvgGrowth_Rank,62.33766233766234
ACTI,Basic_EPS_year_2021,-0.093315
ACTI,Basic_EPS_year_2022,-0.125632
ACTI,Basic_EPS_year_2023,-0.076761
ACTI,Basic_EPS_year_2024,-0.09
ACTI,Basic_EPS_year_AvgGrowth,-0.060995364368900684
ACTI,Basic_EPS_year_AvgGrowth_Rank,50.072780203784575
ACTI,Total_Revenue_year_2021,0.0
ACTI,Total_Revenue_year_2022,0.0
ACTI,Total_Revenue_year_2023,0.0
ACTI,Total_Revenue_year_2024,0.0
ACTI,Total_Revenue_year_AvgGrowth,inf
ACTI,Total_Revenue_year_AvgGrowth_Rank,97.90764790764791
ACUVI,Basic_EPS_year_2021,-2.574457
ACUVI,Basic_EPS_year_2022,-3.856716
ACUVI,Basic_EPS_year_2023,0.25
ACUVI,Basic_EPS_year_2024,1.04
ACUVI,Basic_EPS_year_AvgGrowth,-1.1631654488187808
ACUVI,Basic_EPS_year_AvgGrowth_Rank,7.714701601164483
ACUVI,Total_Revenue_year_2021,51441000.0
ACUVI,Total_Revenue_year_2022,185075000.0
ACUVI,Total_Revenue_year_2023,190816000.0
ACUVI,Total_Revenue_year_2024,175852000.0
ACUVI,Total_Revenue_year_AvgGrowth,0.2513156847661742
ACUVI,Total_Revenue_year_AvgGrowth_Rank,78.64357864357865
ADDT-B,Basic_EPS_year_2022,4.0
ADDT-B,Basic_EPS_year_2023,5.55
ADDT-B,Basic_EPS_year_2024,6.05
ADDT-B,Basic_EPS_year_2025,7.0
ADDT-B,Basic_EPS_year_AvgGrowth,0.16814159292035394
ADDT-B,Basic_EPS_year_AvgGrowth_Rank,70.59679767103349
ADDT-B,Total_Revenue_year_2022,14038000000.0
ADDT-B,Total_Revenue_year_2023,18714000000.0
ADDT-B,Total_Revenue_year_2024,20019000000.0
ADDT-B,Total_Revenue_year_2025,21796000000.0
ADDT-B,Total_Revenue_year_AvgGrowth,0.13184920943580944
ADDT-B,Total_Revenue_year_AvgGrowth_Rank,56.56565656565656
ADDV-A,Basic_EPS_year_2021,0.008261
ADDV-A,Basic_EPS_year_2022,0.185863
ADDV-A,Basic_EPS_year_2023,0.227166
ADDV-A,Basic_EPS_year_2024,0.189993
ADDV-A,Basic_EPS_year_AvgGrowth,0.38378230704927163
ADDV-A,Basic_EPS_year_AvgGrowth_Rank,82.1688500727802
ADDV-A,Total_Revenue_year_2021,465953000.0
ADDV-A,Total_Revenue_year_2022,951500000.0
ADDV-A,Total_Revenue_year_2023,1373000000.0
ADDV-A,Total_Revenue_year_2024,1670700000.0
ADDV-A,Total_Revenue_year_AvgGrowth,0.3618563183105354
ADDV-A,Total_Revenue_year_AvgGrowth_Rank,84.92063492063492
ADDV-B,Basic_EPS_year_2021,0.008261
ADDV-B,Basic_EPS_year_2022,0.185863
ADDV-B,Basic_EPS_year_2023,0.227166
ADDV-B,Basic_EPS_year_2024,0.189993
ADDV-B,Basic_EPS_year_AvgGrowth,0.38378230704927163
ADDV-B,Basic_EPS_year_AvgGrowth_Rank,82.1688500727802
ADDV-B,Total_Revenue_year_2021,465953000.0
ADDV-B,Total_Revenue_year_2022,951500000.0
ADDV-B,Total_Revenue_year_2023,1373000000.0
ADDV-B,Total_Revenue_year_2024,1670700000.0
ADDV-B,Total_Revenue_year_AvgGrowth,0.3618563183105354
ADDV-B,Total_Revenue_year_AvgGrowth_Rank,84.92063492063492
ADTR,Basic_EPS_year_2021,1.637719
ADTR,Basic_EPS_year_2022,1.703846
ADTR,Basic_EPS_year_2023,-0.081036
ADTR,Basic_EPS_year_2024,-0.780165
ADTR,Basic_EPS_year_AvgGrowth,-1.4576141243785183
ADTR,Basic_EPS_year_AvgGrowth_Rank,5.385735080058224
ADTR,Total_Revenue_year_2021,698250765.0
ADTR,Total_Revenue_year_2022,925660369.0
ADTR,Total_Revenue_year_2023,1344320712.0
ADTR,Total_Revenue_year_2024,1202561589.0
ADTR,Total_Revenue_year_AvgGrowth,0.18524943467980698
ADTR,Total_Revenue_year_AvgGrowth_Rank,70.12987012987013
ADVE,Basic_EPS_year_2021,-0.46
ADVE,Basic_EPS_year_2022,-0.05
ADVE,Basic_EPS_year_2023,-0.09
ADVE,Basic_EPS_year_2024,0.18
ADVE,Basic_EPS_year_AvgGrowth,-1.7904761904761903
ADVE,Basic_EPS_year_AvgGrowth_Rank,3.7845705967976713
ADVE,Total_Revenue_year_2021,101262000.0
ADVE,Total_Revenue_year_2022,118407000.0
ADVE,Total_Revenue_year_2023,148862000.0
ADVE,Total_Revenue_year_2024,162167000.0
ADVE,Total_Revenue_year_AvgGrowth,0.16067141764242573
ADVE,Total_Revenue_year_AvgGrowth_Rank,65.51226551226551
AEC,Basic_EPS_year_2021,0.1
AEC,Basic_EPS_year_2022,-0.05
AEC,Basic_EPS_year_2023,-0.45
AEC,Basic_EPS_year_2024,-0.35
AEC,Basic_EPS_year_AvgGrowth,0.9333333333333332
AEC,Basic_EPS_year_AvgGrowth_Rank,90.39301310043668
AEC,Total_Revenue_year_2021,0.0
AEC,Total_Revenue_year_2022,0.0
AEC,Total_Revenue_year_2023,0.0
AEC,Total_Revenue_year_2024,0.0
AEC,Total_Revenue_year_AvgGrowth,inf
AEC,Total_Revenue_year_AvgGrowth_Rank,97.90764790764791
AERO,Basic_EPS_year_2021,-22.777005
AERO,Basic_EPS_year_2022,-7.347421
AERO,Basic_EPS_year_2023,-0.697529
AERO,Basic_EPS_year_2024,-0.296471
AERO,Basic_EPS_year_AvgGrowth,-0.9523809976764244
AERO,Basic_EPS_year_AvgGrowth_Rank,11.06259097525473
AERO,Total_Revenue_year_2021,1791000.0
AERO,Total_Revenue_year_2022,6354000.0
AERO,Total_Revenue_year_2023,3115000.0
AERO,Total_Revenue_year_2024,2588000.0
AERO,Total_Revenue_year_AvgGrowth,-0.02449451184286532
AERO,Total_Revenue_year_AvgGrowth_Rank,16.738816738816737
AFRY,Basic_EPS_year_2021,9.97
AFRY,Basic_EPS_year_2022,8.6
AFRY,Basic_EPS_year_2023,9.71
AFRY,Basic_EPS_year_2024,10.85
AFRY,Basic_EPS_year_AvgGrowth,0.03833375926399197
AFRY,Basic_EPS_year_AvgGrowth_Rank,58.369723435225616
AFRY,Total_Revenue_year_2021,20104000000.0
AFRY,Total_Revenue_year_2022,23552000000.0
AFRY,Total_Revenue_year_2023,26978000000.0
AFRY,Total_Revenue_year_2024,27160000000.0
AFRY,Total_Revenue_year_AvgGrowth,0.10059512853549299
AFRY,Total_Revenue_year_AvgGrowth_Rank,46.60894660894661
AGES-B,Basic_EPS_year_2021,3.65
AGES-B,Basic_EPS_year_2022,4.85
AGES-B,Basic_EPS_year_2023,8.3
AGES-B,Basic_EPS_year_2024,-21.77
AGES-B,Basic_EPS_year_AvgGrowth,5.859959758551309
AGES-B,Basic_EPS_year_AvgGrowth_Rank,98.68995633187772
AGES-B,Total_Revenue_year_2021,1070021000.0
AGES-B,Total_Revenue_year_2022,1318831000.0
AGES-B,Total_Revenue_year_2023,1503305000.0
AGES-B,Total_Revenue_year_2024,1392498000.0
AGES-B,Total_Revenue_year_AvgGrowth,0.08718866226839792
AGES-B,Total_Revenue_year_AvgGrowth_Rank,43.14574314574315
AGROUP,Basic_EPS_year_2021,3.0
AGROUP,Basic_EPS_year_2022,7.7
AGROUP,Basic_EPS_year_2023,-2.0
AGROUP,Basic_EPS_year_2024,-1.4
AGROUP,Basic_EPS_year_AvgGrowth,-1.2547945205479452
AGROUP,Basic_EPS_year_AvgGrowth_Rank,6.841339155749636
AGROUP,Total_Revenue_year_2021,199330000.0
AGROUP,Total_Revenue_year_2022,295942000.0
AGROUP,Total_Revenue_year_2023,419214000.0
AGROUP,Total_Revenue_year_2024,338623000.0
AGROUP,Total_Revenue_year_AvgGrowth,0.17273868434429893
AGROUP,Total_Revenue_year_AvgGrowth_Rank,68.83116883116884
AGTIRA-B,Basic_EPS_year_2021,-1.479073
AGTIRA-B,Basic_EPS_year_2022,-1.417995
AGTIRA-B,Basic_EPS_year_2023,-1.550932
AGTIRA-B,Basic_EPS_year_2024,-1.515482
AGTIRA-B,Basic_EPS_year_AvgGrowth,0.016243127756569154
AGTIRA-B,Basic_EPS_year_AvgGrowth_Rank,56.76855895196506
AGTIRA-B,Total_Revenue_year_2021,14303043.0
AGTIRA-B,Total_Revenue_year_2022,25545455.0
AGTIRA-B,Total_Revenue_year_2023,35524000.0
AGTIRA-B,Total_Revenue_year_2024,31034000.0
AGTIRA-B,Total_Revenue_year_AvgGrowth,0.22619451680479138
AGTIRA-B,Total_Revenue_year_AvgGrowth_Rank,76.62337662337663
AINO,Basic_EPS_year_2021,-0.349637
AINO,Basic_EPS_year_2022,-0.067232
AINO,Basic_EPS_year_2023,-0.084751
AINO,Basic_EPS_year_2024,-0.1
AINO,Basic_EPS_year_AvgGrowth,-0.48628170606030374
AINO,Basic_EPS_year_AvgGrowth_Rank,22.270742358078603
AINO,Total_Revenue_year_2021,23044000.0
AINO,Total_Revenue_year_2022,19908000.0
AINO,Total_Revenue_year_2023,23919000.0
AINO,Total_Revenue_year_2024,23940000.0
AINO,Total_Revenue_year_AvgGrowth,0.029507438526169813
AINO,Total_Revenue_year_AvgGrowth_Rank,26.984126984126984
AJA-B,Basic_EPS_year_2021,86.18
AJA-B,Basic_EPS_year_2022,45.03
AJA-B,Basic_EPS_year_2023,-68.027489
AJA-B,Basic_EPS_year_2024,83.17
AJA-B,Basic_EPS_year_AvgGrowth,-0.33368061310543534
AJA-B,Basic_EPS_year_AvgGrowth_Rank,31.29548762736536
AJA-B,Total_Revenue_year_2021,876342000.0
AJA-B,Total_Revenue_year_2022,1012704000.0
AJA-B,Total_Revenue_year_2023,985641000.0
AJA-B,Total_Revenue_year_2024,14000.0
AJA-B,Total_Revenue_year_AvgGrowth,-0.36957540975565784
AJA-B,Total_Revenue_year_AvgGrowth_Rank,4.761904761904762
ALBERT,Basic_EPS_year_2021,-3.26
ALBERT,Basic_EPS_year_2022,-5.51
ALBERT,Basic_EPS_year_2023,-3.18
ALBERT,Basic_EPS_year_2024,-4.17
ALBERT,Basic_EPS_year_AvgGrowth,0.00992555831265528
ALBERT,Basic_EPS_year_AvgGrowth_Rank,55.895196506550214
ALBERT,Total_Revenue_year_2021,62564000.0
ALBERT,Total_Revenue_year_2022,101796000.0
ALBERT,Total_Revenue_year_2023,177893000.0
ALBERT,Total_Revenue_year_2024,177791000.0
ALBERT,Total_Revenue_year_AvgGrowth,0.3244171647014482
ALBERT,Total_Revenue_year_AvgGrowth_Rank,82.53968253968253
ALCA,Basic_EPS_year_2021,2.62
ALCA,Basic_EPS_year_2022,1.86
ALCA,Basic_EPS_year_2023,1.76
ALCA,Basic_EPS_year_2024,1.54
ALCA,Basic_EPS_year_AvgGrowth,-0.17172236503856025
ALCA,Basic_EPS_year_AvgGrowth_Rank,40.02911208151383
ALCA,Total_Revenue_year_2021,736466000.0
ALCA,Total_Revenue_year_2022,1110381000.0
ALCA,Total_Revenue_year_2023,1572800000.0
ALCA,Total_Revenue_year_2024,1603800000.0
ALCA,Total_Revenue_year_AvgGrowth,0.24400942221546282
ALCA,Total_Revenue_year_AvgGrowth_Rank,78.21067821067821
ALFA,Basic_EPS_year_2021,11.38
ALFA,Basic_EPS_year_2022,10.89
ALFA,Basic_EPS_year_2023,15.31
ALFA,Basic_EPS_year_2024,17.88
ALFA,Basic_EPS_year_AvgGrowth,0.17252073566534437
ALFA,Basic_EPS_year_AvgGrowth_Rank,71.47016011644833
ALFA,Total_Revenue_year_2021,40911000000.0
ALFA,Total_Revenue_year_2022,52135000000.0
ALFA,Total_Revenue_year_2023,63598000000.0
ALFA,Total_Revenue_year_2024,66953000000.0
ALFA,Total_Revenue_year_AvgGrowth,0.16026869770166863
ALFA,Total_Revenue_year_AvgGrowth_Rank,65.36796536796537
ALIF-B,Basic_EPS_year_2021,6.03
ALIF-B,Basic_EPS_year_2022,3.96
ALIF-B,Basic_EPS_year_2023,1.56
ALIF-B,Basic_EPS_year_2024,2.06
ALIF-B,Basic_EPS_year_AvgGrowth,-0.42057310800881675
ALIF-B,Basic_EPS_year_AvgGrowth_Rank,26.200873362445414
ALIF-B,Total_Revenue_year_2021,7993000000.0
ALIF-B,Total_Revenue_year_2022,9084000000.0
ALIF-B,Total_Revenue_year_2023,9685000000.0
ALIF-B,Total_Revenue_year_2024,10286000000.0
ALIF-B,Total_Revenue_year_AvgGrowth,0.08076009501187652
ALIF-B,Total_Revenue_year_AvgGrowth_Rank,41.55844155844156
ALIG,Basic_EPS_year_2021,4.240548
ALIG,Basic_EPS_year_2022,5.26
ALIG,Basic_EPS_year_2023,5.25
ALIG,Basic_EPS_year_2024,5.89
ALIG,Basic_EPS_year_AvgGrowth,0.09570203271734848
ALIG,Basic_EPS_year_AvgGrowth_Rank,64.3377001455604
ALIG,Total_Revenue_year_2021,3728000000.0
ALIG,Total_Revenue_year_2022,4512000000.0
ALIG,Total_Revenue_year_2023,7097000000.0
ALIG,Total_Revenue_year_2024,7099000000.0
ALIG,Total_Revenue_year_AvgGrowth,0.2263861650918168
ALIG,Total_Revenue_year_AvgGrowth_Rank,76.76767676767676
ALIV-SDB,Basic_EPS_year_2021,4.97
ALIV-SDB,Basic_EPS_year_2022,4.85
ALIV-SDB,Basic_EPS_year_2023,5.72
ALIV-SDB,Basic_EPS_year_2024,8.054863
ALIV-SDB,Basic_EPS_year_AvgGrowth,0.17164056430418784
ALIV-SDB,Basic_EPS_year_AvgGrowth_Rank,71.32459970887919
ALIV-SDB,Total_Revenue_year_2021,8230000000.0
ALIV-SDB,Total_Revenue_year_2022,8842000000.0
ALIV-SDB,Total_Revenue_year_2023,10475000000.0
ALIV-SDB,Total_Revenue_year_2024,10390000000.0
ALIV-SDB,Total_Revenue_year_AvgGrowth,0.08554181933205059
ALIV-SDB,Total_Revenue_year_AvgGrowth_Rank,42.279942279942276
ALLEI,Basic_EPS_year_2021,4.803147
ALLEI,Basic_EPS_year_2022,5.86
ALLEI,Basic_EPS_year_2023,6.28
ALLEI,Basic_EPS_year_2024,4.88
ALLEI,Basic_EPS_year_AvgGrowth,0.011924201399550683
ALLEI,Basic_EPS_year_AvgGrowth_Rank,56.186317321688506
ALLEI,Total_Revenue_year_2021,13847000000.0
ALLEI,Total_Revenue_year_2022,18405000000.0
ALLEI,Total_Revenue_year_2023,20669000000.0
ALLEI,Total_Revenue_year_2024,19691000000.0
ALLEI,Total_Revenue_year_AvgGrowth,0.10905084559026056
ALLEI,Total_Revenue_year_AvgGrowth_Rank,48.34054834054834
ALLIGO-B,Basic_EPS_year_2021,8.5
ALLIGO-B,Basic_EPS_year_2022,80.44
ALLIGO-B,Basic_EPS_year_2023,9.76
ALLIGO-B,Basic_EPS_year_2024,5.47
ALLIGO-B,Basic_EPS_year_AvgGrowth,-0.3063069981760581
ALLIGO-B,Basic_EPS_year_AvgGrowth_Rank,32.60553129548763
ALLIGO-B,Total_Revenue_year_2021,8417000000.0
ALLIGO-B,Total_Revenue_year_2022,9211000000.0
ALLIGO-B,Total_Revenue_year_2023,9335000000.0
ALLIGO-B,Total_Revenue_year_2024,9333000000.0
ALLIGO-B,Total_Revenue_year_AvgGrowth,0.031650870619352164
ALLIGO-B,Total_Revenue_year_AvgGrowth_Rank,27.27272727272727
ALM,Basic_EPS_year_2021,314.42
ALM,Basic_EPS_year_2022,-78.63
ALM,Basic_EPS_year_2023,-193.78
ALM,Basic_EPS_year_2024,-73.66
ALM,Basic_EPS_year_AvgGrowth,16.169225908372834
ALM,Basic_EPS_year_AvgGrowth_Rank,99.05385735080058
ALM,Total_Revenue_year_2021,5257000000.0
ALM,Total_Revenue_year_2022,6902000000.0
ALM,Total_Revenue_year_2023,2386000000.0
ALM,Total_Revenue_year_2024,3127000000.0
ALM,Total_Revenue_year_AvgGrowth,-0.24685377999094596
ALM,Total_Revenue_year_AvgGrowth_Rank,6.277056277056277
ALM-PREF,Basic_EPS_year_2021,314.42
ALM-PREF,Basic_EPS_year_2022,-78.63
ALM-PREF,Basic_EPS_year_2023,-193.78
ALM-PREF,Basic_EPS_year_2024,-73.66
ALM-PREF,Basic_EPS_year_AvgGrowth,16.169225908372834
ALM-PREF,Basic_EPS_year_AvgGrowth_Rank,99.05385735080058
ALM-PREF,Total_Revenue_year_2021,5257000000.0
ALM-PREF,Total_Revenue_year_2022,6902000000.0
ALM-PREF,Total_Revenue_year_2023,2386000000.0
ALM-PREF,Total_Revenue_year_2024,3127000000.0
ALM-PREF,Total_Revenue_year_AvgGrowth,-0.24685377999094596
ALM-PREF,Total_Revenue_year_AvgGrowth_Rank,6.277056277056277
ALZ,Basic_EPS_year_2021,-0.388778
ALZ,Basic_EPS_year_2022,-0.437376
ALZ,Basic_EPS_year_2023,-0.41
ALZ,Basic_EPS_year_2024,-0.31
ALZ,Basic_EPS_year_AvgGrowth,-0.06822347579865902
ALZ,Basic_EPS_year_AvgGrowth_Rank,48.90829694323144
ALZ,Total_Revenue_year_2021,0.0
ALZ,Total_Revenue_year_2022,0.0
ALZ,Total_Revenue_year_2023,0.0
ALZ,Total_Revenue_year_2024,0.0
ALZ,Total_Revenue_year_AvgGrowth,inf
ALZ,Total_Revenue_year_AvgGrowth_Rank,97.90764790764791
ALZCUR,Basic_EPS_year_2021,-1.734564
ALZCUR,Basic_EPS_year_2022,-0.993585
ALZCUR,Basic_EPS_year_2023,-0.570102
ALZCUR,Basic_EPS_year_2024,-0.437078
ALZCUR,Basic_EPS_year_AvgGrowth,-0.46217519260016954
ALZCUR,Basic_EPS_year_AvgGrowth_Rank,23.28966521106259
ALZCUR,Total_Revenue_year_2021,0.0
ALZCUR,Total_Revenue_year_2022,0.0
ALZCUR,Total_Revenue_year_2023,0.0
ALZCUR,Total_Revenue_year_2024,0.0
ALZCUR,Total_Revenue_year_AvgGrowth,inf
ALZCUR,Total_Revenue_year_AvgGrowth_Rank,97.90764790764791
AMBEA,Basic_EPS_year_2021,2.51
AMBEA,Basic_EPS_year_2022,3.89
AMBEA,Basic_EPS_year_2023,5.07
AMBEA,Basic_EPS_year_2024,7.21
AMBEA,Basic_EPS_year_AvgGrowth,0.3271948608137045
